combination_id,source_category,source_label,scope_urls,include_offline,data_sensitivity,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,risk_label
SC-0110,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Tasks, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/tasks.readonly; https://www.googleapis.com/auth/calendar.events.readonly; ,1,3,1,0,5,3,0,high
SC-0111,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Compute, access_type: full_access, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/compute; ,1,3,1,0,5,3,0,high
SC-0112,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; service: YouTube, access_type: read, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/adsense.readonly; https://www.googleapis.com/auth/youtube.readonly; ,1,3,1,0,5,3,0,high
SC-0113,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/contacts.readonly; ,1,4,1,1,5,3,0,high
SC-0114,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Slides, access_type: read, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; service: Photos, access_type: read, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/presentations.readonly; https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/photoslibrary.readonly; https://www.googleapis.com/auth/spreadsheets.readonly; ,1,4,1,0,7,5,0,high
SC-0115,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Analytics, access_type: full_access, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/userinfo.profile; https://www.googleapis.com/auth/analytics; https://www.googleapis.com/auth/user.addresses.read; ,1,4,1,0,6,3,0,high
SC-0116,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/classroom.profile.emails; https://www.googleapis.com/auth/gmail.send; ,1,5,1,1,5,3,1,critical
SC-0117,Strategy A: Boolean Switching,"service: BigQuery, access_type: full_access, google_classification: sensitive; service: Cloud Storage, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/bigquery; https://www.googleapis.com/auth/devstorage.read_write; ,0,3,0,0,2,2,0,high
SC-0118,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/script.deployments; https://www.googleapis.com/auth/script.projects; ,0,4,0,0,7,4,0,high
SC-0119,Strategy A: Boolean Switching,"service: Admin, access_type: full_access, google_classification: sensitive; service: Admin, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Offline refresh token",https://www.googleapis.com/auth/admin.directory.rolemanagement; https://www.googleapis.com/auth/admin.directory.user.readonly; https://www.googleapis.com/auth/gmail.settings.sharing; ,1,5,1,1,3,2,1,critical
SC-0120,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Keep, access_type: full_access, google_classification: restricted; service: Tasks, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/tasks; https://www.googleapis.com/auth/calendar.events.owned; ,1,4,1,0,6,4,1,critical
SC-0121,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Admin, access_type: read, google_classification: sensitive; service: Analytics, access_type: read, google_classification: non_sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/admin.reports.audit.readonly; https://www.googleapis.com/auth/analytics.readonly; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/drive.file; ,1,5,1,0,7,5,0,high
SC-0122,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read, google_classification: restricted; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/drive.readonly; ,1,4,1,0,5,3,1,critical
SC-0123,Strategy A: Boolean Switching,"service: Cloud Storage, access_type: read_write, google_classification: sensitive; service: Admin, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/devstorage.read_write; https://www.googleapis.com/auth/admin.datatransfer; ,0,5,0,1,2,2,0,critical
SC-0124,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Blogger, access_type: full_access, google_classification: sensitive; service: Analytics, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/blogger; https://www.googleapis.com/auth/analytics; https://www.googleapis.com/auth/script.projects; ,0,3,0,0,6,4,0,high
SC-0125,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",openid; profile; email; ,1,1,1,0,3,1,0,low
SC-0126,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",openid; email; ,1,1,1,0,2,1,0,low
SC-0127,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/userinfo.email; https://www.googleapis.com/auth/userinfo.profile; ,1,1,1,0,5,1,0,low
SC-0128,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/userinfo.email; ,1,1,1,0,4,1,0,low
SC-0129,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Docs, access_type: full_access, google_classification: sensitive; service: Forms, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/forms.body; https://www.googleapis.com/auth/drive.file; ,1,4,1,0,6,4,0,high
SC-0130,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/fitness.blood_glucose.read; ,0,4,0,0,5,3,0,high
